0,0
39,74.70609078247904
59,187.55532517100121
24,149.12075643584967
4,176.96327302578916
3,124.59534501738017
56,99.29753269845128
81,134.82581355215328
92,226.73773395709856
66,118.53269591129698
34,216.83173199511182
25,111.16204388189342
21,104.5609869884557
90,139.0323703315167
8,92.39588735436226
93,111.7899816620434
53,212.00235847744713
10,93.2148056909416
27,186.18807695446023
86,116.69190203266035
77,210.44714300745449
11,378.0171953760834
55,54.70831746635972
28,188.4887264533346
19,182.0988742414406
22,120.93386622447825
50,417.44101379715914
74,56.36488268416781
30,137.10215169719257
88,67.7421582177598
52,85.44003745317531
72,89.0
20,216.92625475031832
5,199.00753754569197
61,106.66770832824712
7,104.01922899156675
85,230.36058690670154
67,39.81205847478876
35,248.4028985338134
14,124.95199078045935
54,270.0296280040396
48,360.4497191010141
47,124.80785231707178
43,259.2778432492835
99,100.56838469419701
1,50.48762224545735
96,586.163799632833
17,64.38167441127949
94,13.152946437965905
63,105.80170130957252
97,200.52929960482084
62,284.92981591964013
29,319.100297712177
83,151.64761785138597
68,157.00318468107582
